ens_gene	Symbol	Uniq_syms	entrez	Gene_name	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000036411.10	Matcap2	Matcap2	68283	microtubule associated tyrosine carboxypeptidase 2	32.54938041354877	-0.06542898934775758	0.17397533457256073	0.010389567647368928	0.24959124138911865
ENSMUSG00000063882.12	Uqcrh	Uqcrh	66576	ubiquinol-cytochrome c reductase hinge protein	10566.839574768483	-0.10071059889686834	0.09377431754150398	0.01049351969137601	0.25160090927330175
ENSMUSG00000022938.8	Fam3b	Fam3b	52793	FAM3 metabolism regulating signaling molecule B	33.94897071697052	0.07598577519118528	0.1685491109818769	0.010529003471486276	0.25196433790066386
ENSMUSG00000005198.15	Polr2a	Polr2a	20020	polymerase (RNA) II (DNA directed) polypeptide A	5234.7196038423035	-0.09449973286863834	0.06024167367929136	0.010566228907990511	0.2523679644382474
ENSMUSG00000028958.15	Tmub1	Tmub1	64295	transmembrane and ubiquitin-like domain containing 1	763.0921012925745	0.10004716357533586	0.09072304320095562	0.010595131104754659	0.2525716253356514
ENSMUSG00000117450.1	4933424G05Rik	4933424G05Rik	74456	RIKEN cDNA 4933424G05 gene	8.492621557189288	-0.03759098274491801	0.17506083384831403	0.010607843615671634	NA
ENSMUSG00000082793.2	Btf3-ps4	Btf3-ps4	668700	basic transcription factor 3, pseudogene 4	7.8133188194205605	-0.04140369768081292	0.17698309614779684	0.010611127546518766	NA
ENSMUSG00000086468.1	Etaa1os	Etaa1os	102633673	Ewing tumor-associated antigen 1, opposite strand	177.4278881481816	-0.10283171291156529	0.13411941402590025	0.010639464156839735	0.25280852083805155
ENSMUSG00000005397.8	Nid1	Nid1	18073	nidogen 1	3.279133466746165	-0.021754834261654865	0.16729069944748873	0.010641165044668239	NA
ENSMUSG00000028100.11	Nudt17	Nudt17	78373	nudix hydrolase 17	86.69904739542599	0.0969533473748534	0.15291142596245963	0.010651487417512887	0.25280852083805155
ENSMUSG00000093739.1	NA	ENSMUSG00000093739.1	NA	NA	127.28839106565908	-0.09899020956603018	0.14872097693782657	0.010701880372717286	0.25280852083805155
ENSMUSG00000005802.12	Slc30a4	Slc30a4	22785	solute carrier family 30 (zinc transporter), member 4	291.30088409654104	-0.1021121877268938	0.1378393086363568	0.010706628089547247	0.25280852083805155
ENSMUSG00000090553.8	Snrpe	Snrpe	20643	small nuclear ribonucleoprotein E	4462.016720544755	-0.09912747586350856	0.08608145984216509	0.010707040451756782	0.25280852083805155
ENSMUSG00000065954.11	Tacc1	Tacc1	320165	transforming, acidic coiled-coil containing protein 1	11766.846852024388	0.09440586386199883	0.060890576541731696	0.010754477231706815	0.25338133378585487
ENSMUSG00000025498.15	Irf7	Irf7	54123	interferon regulatory factor 7	2833.6976672346527	0.09608679933706217	0.06857618677142305	0.010776746604187261	0.25338133378585487
ENSMUSG00000023909.4	Paqr4	Paqr4	76498	progestin and adipoQ receptor family member IV	318.6987561017406	0.10262744529285206	0.12073484782340602	0.01080577331312174	0.25338133378585487
ENSMUSG00000106959.1	NA	ENSMUSG00000106959.1	NA	NA	48.68006734378743	-0.0799090991407648	0.16531807129509235	0.010813062727711943	0.25338133378585487
ENSMUSG00000062753.14	Smim29	Smim29	106672	small integral membrane protein 29	1654.867236435765	0.10018935907907697	0.09657382785349528	0.010902608302941288	0.2549976085344532
ENSMUSG00000049091.6	Sephs2	Sephs2	20768	selenophosphate synthetase 2	1119.6192700082797	-0.09506379222918686	0.06479734367559285	0.010941391793309772	0.2554227733895818
ENSMUSG00000044252.18	Osbpl1a	Osbpl1a	64291	oxysterol binding protein-like 1A	9.533041495735272	0.0452731899125301	0.17660283869549454	0.010944464505656896	NA
ENSMUSG00000090843.2	Heatr4	Heatr4	101055670	HEAT repeat containing 4	8.726373856081512	-0.03880625486474716	0.17456597261320037	0.010950704128050609	NA
ENSMUSG00000020747.18	Tmem94	Tmem94	71947	transmembrane protein 94	772.4110774931523	-0.09725287291631109	0.07812101583213263	0.011058973334564336	0.25762989013785
ENSMUSG00000020520.14	Galnt10	Galnt10	171212	polypeptide N-acetylgalactosaminyltransferase 10	4534.806013829825	0.0921487131499096	0.05511089162409414	0.011095748186460176	0.25762989013785
ENSMUSG00000063808.14	Gpatch1	Gpatch1	67471	G patch domain containing 1	858.2307269551227	0.09992807934752969	0.09813831566661285	0.011109605752659473	0.25762989013785
ENSMUSG00000028857.16	Tmem222	Tmem222	52174	transmembrane protein 222	1454.041072290159	0.09844675458772996	0.08698081507630852	0.011119069959966903	0.25762989013785
ENSMUSG00000055044.12	Pdlim1	Pdlim1	54132	PDZ and LIM domain 1 (elfin)	1547.4926733598925	0.09511527151816043	0.06685789196564774	0.011189993539961819	0.2587894774652364
ENSMUSG00000113842.1	NA	ENSMUSG00000113842.1	NA	NA	128.65436298219973	-0.09274503491780908	0.15404483779856984	0.01124666026065205	0.2594767290212941
ENSMUSG00000075010.5	AW112010	AW112010	107350	expressed sequence AW112010	27607.4477499676	-0.09472795597148581	0.0654459960065947	0.011261574718736385	0.2594767290212941
ENSMUSG00000021665.9	Hexb	Hexb	15212	hexosaminidase B	1644.4885558838014	0.0951299418645111	0.06775471387551943	0.011294098557924799	0.25974331303160636
ENSMUSG00000080848.3	NA	ENSMUSG00000080848.3	NA	NA	414.28092139251805	-0.10085336457521703	0.11492982760161771	0.011359947697223049	0.2606126439751132
ENSMUSG00000001098.15	Kctd10	Kctd10	330171	potassium channel tetramerisation domain containing 10	2344.6218494976306	0.09515532437555681	0.06854896558641779	0.011373946465838678	0.2606126439751132
ENSMUSG00000085509.1	NA	ENSMUSG00000085509.1	NA	NA	7.577783578004472	-0.03850449352247232	0.17279424150776862	0.011429308451885676	NA
ENSMUSG00000024816.12	Frmd8	Frmd8	67457	FERM domain containing 8	5150.028455479801	0.0937554723075986	0.06211320718086169	0.011436340520093995	0.26069021217232774
ENSMUSG00000066306.13	Numa1	Numa1	101706	nuclear mitotic apparatus protein 1	3687.4128709229108	-0.09453281715811716	0.06575182199287036	0.011437881330538819	0.26069021217232774
ENSMUSG00000062526.4	Mppe1	Mppe1	225651	metallophosphoesterase 1	2145.1146291599753	0.09585096893721626	0.07347685973746969	0.011460393375811983	0.26069021217232774
ENSMUSG00000028622.11	Mrpl37	Mrpl37	56280	mitochondrial ribosomal protein L37	1242.753113226183	0.09535265819816362	0.07051926032890117	0.011469984545376295	0.26069021217232774
ENSMUSG00000030744.13	Rps3	Rps3	27050	ribosomal protein S3	42998.635005839584	-0.09881856954059691	0.09552701676665974	0.011482482723950544	0.26069021217232774
ENSMUSG00000035692.7	Isg15	Isg15	100038882	ISG15 ubiquitin-like modifier	495.61051194928234	0.10009063926714368	0.10944714032471488	0.011525610372793912	0.2611909802214869
ENSMUSG00000017390.15	Aldoc	Aldoc	11676	aldolase C, fructose-bisphosphate	81.32377350546747	0.09340583208466513	0.15075378466866646	0.01160175441100062	0.26243676583716
ENSMUSG00000004221.16	Ikbkg	Ikbkg	16151	inhibitor of kappaB kinase gamma	1708.3562700376917	0.09435097625541161	0.06637828691805361	0.011647797304857783	0.2629983522605047
ENSMUSG00000076473.3	Trbv16	Trbv16	100124680	T cell receptor beta, variable 16	15.580751696414403	-0.0319350125022598	0.1677290356525546	0.011673208330936697	NA
ENSMUSG00000055093.10	Rps27a-ps3	Rps27a-ps3	667035	ribosomal protein S27A, pseudogene 3	327.65365839210216	-0.09901823128680162	0.13546010020237972	0.011688021160951852	0.26342674602028937
ENSMUSG00000097309.2	NA	ENSMUSG00000097309.2	NA	NA	19.43479770941374	-0.05657104922821679	0.17111721138480673	0.011702661071760361	NA
ENSMUSG00000040164.3	Kcns1	Kcns1	16538	K+ voltage-gated channel, subfamily S, 1	4.226367089066834	-0.019220156869236428	0.167096960813573	0.011761561112802965	NA
ENSMUSG00000061099.12	Gapdhs	Gapdhs	14447	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic	70.15801079062827	0.09018833562971816	0.15346122839607243	0.01178071838681654	0.2650340927821739
ENSMUSG00000028426.10	Rad23b	Rad23b	19359	RAD23 homolog B, nucleotide excision repair protein	1847.7237880622897	-0.09392359375581148	0.06578805178601202	0.011870449860529493	0.2662569039511769
ENSMUSG00000017404.12	Rpl19	Rpl19	19921	ribosomal protein L19	14260.197757918448	-0.09723563333803206	0.0888770490630367	0.01188270285337096	0.2662569039511769
ENSMUSG00000043467.19	Zbtb37	Zbtb37	240869	zinc finger and BTB domain containing 37	263.3240417041556	-0.09951253586003113	0.11666250963928644	0.011905395101948952	0.2662569039511769
ENSMUSG00000034867.16	Ankrd27	Ankrd27	245886	ankyrin repeat domain 27	2182.0517575075282	0.09349365752725029	0.06403482995876969	0.01193383306122177	0.2662569039511769
ENSMUSG00000036181.2	H1f2	H1f2	50708	H1.2 linker histone, cluster member	564.1949125586834	-0.09856771270784578	0.13312256664627478	0.011942468425044721	0.2662569039511769
ENSMUSG00000046230.11	Vps13a	Vps13a	271564	vacuolar protein sorting 13A	1732.6092089638587	-0.09647399001310558	0.08403031382282398	0.011973018544706202	0.2664587753683628
ENSMUSG00000029312.12	Klhl8	Klhl8	246293	kelch-like 8	207.01281198714747	0.09835757263441607	0.12980904008072455	0.012151896880449257	0.2699550425269695
ENSMUSG00000104621.1	NA	ENSMUSG00000104621.1	NA	NA	2.727415138977126	-0.01779220763397305	0.17096569660634509	0.012163122852781181	NA
ENSMUSG00000034390.16	Cmip	Cmip	74440	c-Maf inducing protein	1607.7324035617396	-0.09505631504526442	0.07597961636892654	0.012192703575819464	0.2703770188297998
ENSMUSG00000036885.14	Arhgef26	Arhgef26	622434	Rho guanine nucleotide exchange factor 26	7.788937349033133	-0.03491193521521541	0.16824805071454818	0.012266690973389328	NA
ENSMUSG00000052776.10	Oas1a	Oas1a	246730	2'-5' oligoadenylate synthetase 1A	316.87240399662227	0.09859004861544637	0.12072402025197909	0.01226840717630557	0.2714399060492947
ENSMUSG00000018102.5	H2bc4	H2bc4	68024	H2B clustered histone 4	85.37169034260931	-0.08479882920726974	0.1552466957854861	0.01231909510985194	0.2714399060492947
ENSMUSG00000117380.1	NA	ENSMUSG00000117380.1	NA	NA	70.06483487102271	-0.08381139195085381	0.15589727501938455	0.012328106912292497	0.2714399060492947
ENSMUSG00000023990.18	Tfeb	Tfeb	21425	transcription factor EB	873.6236680825019	0.09746278757982621	0.09932317068079118	0.012332518332435538	0.2714399060492947
ENSMUSG00000054874.12	Pcnx3	Pcnx3	104401	pecanex homolog 3	1665.7506655994366	-0.09446721904848138	0.07346747295736467	0.012350121572426766	0.2714399060492947
ENSMUSG00000091625.8	Lsm5	Lsm5	66373	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated	2284.77330578763	-0.09699377776093802	0.09530406642457037	0.012378801936605451	0.2715887235507278
ENSMUSG00000017057.9	Il13ra1	Il13ra1	16164	interleukin 13 receptor, alpha 1	12.715394351706392	0.03677742769867188	0.1688739247339022	0.012419483028019297	NA
ENSMUSG00000030982.19	Vps35l	Vps35l	71517	VPS35 endosomal protein sorting factor like	3172.8806102215663	0.09456733138425252	0.07539931003153683	0.012457907390370239	0.2728413781113595
ENSMUSG00000006392.16	Med8	Med8	80509	mediator complex subunit 8	2911.627342147296	0.09381806877670361	0.07047922082628728	0.012499309905672802	0.2732653361388361
ENSMUSG00000103132.1	NA	ENSMUSG00000103132.1	NA	NA	30.822659151557648	-0.06405503697346493	0.16427463097701372	0.012562433215217836	NA
ENSMUSG00000032064.17	Dixdc1	Dixdc1	330938	DIX domain containing 1	124.43476996233916	-0.08003284694117746	0.1568077435696584	0.012643431308891503	0.27535247051472045
ENSMUSG00000035239.6	Neu3	Neu3	50877	neuraminidase 3	160.2363223439188	0.0969236099066251	0.1296381301415778	0.012644651956244009	0.27535247051472045
ENSMUSG00000031585.13	Gtf2e2	Gtf2e2	68153	general transcription factor II E, polypeptide 2 (beta subunit)	1147.7588063105463	0.09451545192453933	0.07778469577468308	0.01268932604068798	0.27535247051472045
ENSMUSG00000083774.1	NA	ENSMUSG00000083774.1	NA	NA	46.93393305386116	0.08134407367976083	0.155798748393881	0.01269980998862641	0.27535247051472045
ENSMUSG00000025261.18	Huwe1	Huwe1	59026	HECT, UBA and WWE domain containing 1	5285.949078778695	-0.09153057024316918	0.0596439326252963	0.012710354073910522	0.27535247051472045
ENSMUSG00000022148.16	Fyb	Fyb	23880	FYN binding protein	7652.515019384101	0.09039462821028148	0.05571500149824807	0.012734254333376731	0.27535247051472045
ENSMUSG00000034459.8	Ifit1	Ifit1	15957	interferon-induced protein with tetratricopeptide repeats 1	652.6612218806187	0.09041324716136696	0.14723821797905848	0.012750267673075954	0.27535247051472045
ENSMUSG00000039108.14	Lsm14b	Lsm14b	241846	LSM family member 14B	438.0404305226195	-0.09595472012144768	0.13277681771754152	0.012798518969019283	0.27579446615891423
ENSMUSG00000020593.16	Lpin1	Lpin1	14245	lipin 1	5076.238818238665	0.09206794776108464	0.06265947341587925	0.012815231728584592	0.27579446615891423
ENSMUSG00000103432.1	NA	ENSMUSG00000103432.1	NA	NA	332.2521237009035	-0.0967980464092013	0.11957282882904699	0.01298538724907746	0.2789720283181355
ENSMUSG00000015243.4	Abca1	Abca1	11303	ATP-binding cassette, sub-family A member 1	21.960384575719498	-0.05466233050044829	0.16636605291471976	0.012994371846089795	NA
ENSMUSG00000039221.10	Rpl22l1	Rpl22l1	68028	ribosomal protein L22 like 1	3366.7918940981617	-0.09673010019275735	0.11387617095454892	0.013037988911798172	0.2796174923021629
ENSMUSG00000024085.13	Man2a1	Man2a1	17158	mannosidase 2, alpha 1	2872.3004417833927	-0.09624094859368687	0.10334727922206632	0.013084105288150866	0.2801218810913958
ENSMUSG00000103085.1	NA	ENSMUSG00000103085.1	NA	NA	278.3137007862216	-0.0897570695259798	0.14572251910897602	0.013140826941099044	0.28046766167583004
ENSMUSG00000020946.13	Gosr2	Gosr2	56494	golgi SNAP receptor complex member 2	4797.909925042268	0.09238806957540695	0.06685487916929184	0.013145507537403782	0.28046766167583004
ENSMUSG00000030083.11	Abtb1	Abtb1	80283	ankyrin repeat and BTB domain containing 1	2061.619653109193	0.09086705653839698	0.059220863678911634	0.013185111850705063	0.2808292895212027
ENSMUSG00000068240.5	Uba52rt	Uba52rt	666586	ubiquitin A-52 residue ribosomal protein fusion product 1, retrotransposed	837.2730373345303	-0.09441611810218332	0.08848648790133577	0.013454798022567877	0.28608177750900754
ENSMUSG00000049539.3	H1f1	H1f1	80838	H1.1 linker histone, cluster member	15.297184898092928	-0.04855599479532737	0.16643136197466726	0.013500000953925666	NA
ENSMUSG00000035273.14	Hpse	Hpse	15442	heparanase	217.18034002179564	0.09567427469474185	0.11424850817024412	0.013506349866572648	0.28668615230485367
ENSMUSG00000023206.16	Il15ra	Il15ra	16169	interleukin 15 receptor, alpha chain	570.9011036075061	-0.09462284641342637	0.09372635455649966	0.013589368293496678	0.2877272603514463
ENSMUSG00000086481.1	NA	ENSMUSG00000086481.1	NA	NA	61.08352347135613	0.080242108098849	0.15268649967159523	0.013602383618815123	0.2877272603514463
ENSMUSG00000068744.12	Psrc1	Psrc1	56742	proline/serine-rich coiled-coil 1	75.92942967011679	-0.07468669901612489	0.1556599902640533	0.013625032415803404	0.2877272603514463
ENSMUSG00000029030.14	Tprg1l	Tprg1l	67808	transformation related protein 63 regulated 1 like	13903.083743572797	0.09192031415084118	0.06874412200420356	0.01372018773447337	0.28924395774920386
ENSMUSG00000082360.1	NA	ENSMUSG00000082360.1	NA	NA	12.148154514089272	-0.044502919646883514	0.16608848738407705	0.013808913285270756	NA
ENSMUSG00000033220.7	Rac2	Rac2	19354	Rac family small GTPase 2	62459.8187549185	0.08643477439469947	0.04906629243119189	0.013817569122131817	0.2903735729432518
ENSMUSG00000025899.14	Alkbh8	Alkbh8	67667	alkB homolog 8, tRNA methyltransferase	777.7121743149353	-0.09202330415319354	0.07055313675406315	0.01382062020301053	0.2903735729432518
ENSMUSG00000084235.2	NA	ENSMUSG00000084235.2	NA	NA	133.9456108688727	-0.08931052691343226	0.14175458629681212	0.013873548269348269	0.29099239314186315
ENSMUSG00000109539.1	NA	ENSMUSG00000109539.1	NA	NA	189.40785751109087	-0.09082134416494059	0.13840572428305734	0.013903427455606795	0.29112649787111794
ENSMUSG00000015149.14	Sirt2	Sirt2	64383	sirtuin 2	2920.791295869386	0.09057073588242412	0.061878800959201834	0.013939214864508357	0.291263835029335
ENSMUSG00000032221.14	Mns1	Mns1	17427	meiosis-specific nuclear structural protein 1	576.7507791324031	0.09438675300384096	0.10028089980748792	0.013956979510118183	0.291263835029335
ENSMUSG00000038702.6	Dsel	Dsel	319901	dermatan sulfate epimerase-like	34.489968321233	0.06508520053131756	0.15845543992127165	0.013988837509149435	0.2914380332158259
ENSMUSG00000044719.5	E230025N22Rik	E230025N22Rik	240216	Riken cDNA E230025N22 gene	2.642503261625983	-0.016918426136982974	0.16484784931894397	0.014000507478350722	NA
ENSMUSG00000103360.1	NA	ENSMUSG00000103360.1	NA	NA	17.928927046923345	-0.040768016799228764	0.16526456667374975	0.014076629797719866	NA
ENSMUSG00000057193.8	Slc44a2	Slc44a2	68682	solute carrier family 44, member 2	14857.038625954296	0.08760988238414508	0.052106703647753036	0.01411600431468406	0.2931062525569822
ENSMUSG00000031221.7	Igbp1	Igbp1	18518	immunoglobulin (CD79A) binding protein 1	1344.8534307526704	-0.09167813893009119	0.07087167934705084	0.014116201417918552	0.2931062525569822
ENSMUSG00000021555.15	Naa35	Naa35	78689	N(alpha)-acetyltransferase 35, NatC auxiliary subunit	1562.464462248278	0.0902764538566493	0.0618286489699895	0.014189843375910692	0.29414263961168724
ENSMUSG00000076475.2	Trbv19	Trbv19	100124684	T cell receptor beta, variable 19	31.142568142907088	-0.025926024005837277	0.15700050176936778	0.014257439024333223	NA
ENSMUSG00000027669.14	Gnb4	Gnb4	14696	guanine nucleotide binding protein (G protein), beta 4	400.74237416433334	0.09359037091056822	0.09754594437222587	0.01432113433134975	0.29636858292389234
ENSMUSG00000017499.15	Cdc6	Cdc6	23834	cell division cycle 6	71.72505665908025	-0.0667787155221411	0.15650889798630524	0.014358319227947818	0.2966428752494019
ENSMUSG00000035992.15	Fnip1	Fnip1	216742	folliculin interacting protein 1	823.5088881022187	-0.09157409813841332	0.07385177539438856	0.014445130710689447	0.29751926179434024
ENSMUSG00000030161.8	Gabarapl1	Gabarapl1	57436	GABA type A receptor associated protein like 1	617.9164083113848	-0.09194244602504126	0.07877210067692417	0.014513803634682656	0.29751926179434024
ENSMUSG00000050350.8	Gpr18	Gpr18	110168	G protein-coupled receptor 18	1732.2118520260162	-0.09141103450241561	0.07317780298940023	0.014517893094548167	0.29751926179434024
ENSMUSG00000064341.1	ND1	ND1	17716	NADH dehydrogenase subunit 1	45632.47754984934	-0.09291337408218428	0.09173053392490096	0.014521247376010753	0.29751926179434024
ENSMUSG00000026730.12	Pter	Pter	19212	phosphotriesterase related	118.59302430569763	0.08825018802525701	0.1394714721891121	0.01452915569137245	0.29751926179434024
ENSMUSG00000040616.3	Tmem51	Tmem51	214359	transmembrane protein 51	163.3692189173743	0.0921848006740136	0.12671343046533007	0.014572141898534488	0.29751926179434024
ENSMUSG00000105412.1	NA	ENSMUSG00000105412.1	NA	NA	69.03742047708218	-0.08319937315460534	0.14615195565814684	0.014586342315399787	0.29751926179434024
ENSMUSG00000026942.13	Traf2	Traf2	22030	TNF receptor-associated factor 2	2004.9690046459907	0.09135573852019732	0.07373628705190584	0.014603613655118754	0.29751926179434024
ENSMUSG00000061577.12	Adgrg5	Adgrg5	382045	adhesion G protein-coupled receptor G5	1089.026530225267	0.09117457676713037	0.0724046521724913	0.014640716989161003	0.29751926179434024
ENSMUSG00000029759.9	Pon3	Pon3	269823	paraoxonase 3	106.49163817053855	-0.08033618802722005	0.14845854633967964	0.014640751024084185	0.29751926179434024
ENSMUSG00000104136.1	NA	ENSMUSG00000104136.1	NA	NA	34.79887632400657	-0.06446889616423025	0.15613490724174142	0.014753568440511856	0.2984852946057927
ENSMUSG00000022841.15	Ap2m1	Ap2m1	11773	adaptor-related protein complex 2, mu 1 subunit	9810.471218000961	0.09041718932754675	0.06719099406468235	0.014780439816450401	0.2984852946057927
ENSMUSG00000003360.15	Ddx23	Ddx23	74351	DEAD box helicase 23	587.0393262442022	-0.09255772920058743	0.09352621330080153	0.014806343266621655	0.2984852946057927
ENSMUSG00000103495.1	NA	ENSMUSG00000103495.1	NA	NA	46.87117318822237	-0.06634761036597993	0.15514475096487948	0.014827285426982495	0.2984852946057927
ENSMUSG00000006335.16	Tfpt	Tfpt	69714	TCF3 (E2A) fusion partner	808.6436287767174	0.09134166952054062	0.07735683756659784	0.01486491949978308	0.2984852946057927
ENSMUSG00000022434.8	Fam118a	Fam118a	73225	family with sequence similarity 118, member A	769.4470990130034	0.09275457965236225	0.10098977331592895	0.014881227010046983	0.2984852946057927
ENSMUSG00000049866.12	Arl4c	Arl4c	320982	ADP-ribosylation factor-like 4C	9052.447224299327	-0.09038865656738769	0.06807531594766993	0.014896002336261554	0.2984852946057927
ENSMUSG00000102651.1	NA	ENSMUSG00000102651.1	NA	NA	28.47727532639283	-0.06220319789455716	0.15655965583759626	0.014901439858816555	NA
ENSMUSG00000106758.1	NA	ENSMUSG00000106758.1	NA	NA	53.67877035349426	-0.06416136964696832	0.15577739912679126	0.014903113264765464	0.2984852946057927
ENSMUSG00000026520.8	Pycr2	Pycr2	69051	pyrroline-5-carboxylate reductase family, member 2	1802.0817943384563	0.09124230509861106	0.07681502492591738	0.014905001400531274	0.2984852946057927
ENSMUSG00000025175.12	Fn3k	Fn3k	63828	fructosamine 3 kinase	29.874366134285513	-0.04992587555292247	0.16109561113217852	0.01496637741435834	NA
ENSMUSG00000029385.14	Ccng2	Ccng2	12452	cyclin G2	5863.779682683201	0.09151357592698475	0.08224369408623843	0.015018838010149442	0.3002798644738911
ENSMUSG00000085791.4	NA	ENSMUSG00000085791.4	NA	NA	93.77417589335549	-0.08452311229659404	0.14242265796204442	0.015059344357377966	0.30060488350089737
ENSMUSG00000014470.4	Rnf166	Rnf166	68718	ring finger protein 166	11053.322636874542	0.08920469102217994	0.0615155426765356	0.01511881042688606	0.30130671069401865
ENSMUSG00000056536.14	Pign	Pign	27392	phosphatidylinositol glycan anchor biosynthesis, class N	703.3759238799939	-0.0913664611462385	0.0828127173126521	0.015152183835728087	0.3014871120829621
ENSMUSG00000076465.2	Trbv5	Trbv5	100124661	T cell receptor beta, variable 5	3.048456705245493	0.01676890958717713	0.1600317836744865	0.015163466257140242	NA
ENSMUSG00000043716.13	Rpl7	Rpl7	19989	ribosomal protein L7	19763.20726508899	-0.09108568144566093	0.08087190811677704	0.015256546517773079	0.3030771644780691
ENSMUSG00000034452.7	Slc24a1	Slc24a1	214111	solute carrier family 24 (sodium/potassium/calcium exchanger), member 1	33.15102991064268	-0.05024055288023383	0.159991043766222	0.01528499304599887	0.3031100121957783
ENSMUSG00000038304.14	Cd160	Cd160	54215	CD160 antigen	2101.0735773888136	-0.09083973061254695	0.12423122261194705	0.01530710452037409	0.3031100121957783
ENSMUSG00000107009.1	NA	ENSMUSG00000107009.1	NA	NA	137.57025683930328	-0.08833908388019379	0.1327376586656669	0.015462713223090726	0.3044458133328553
ENSMUSG00000090862.3	Rps13	Rps13	68052	ribosomal protein S13	7418.426093933481	-0.08903974149877437	0.06286793636381464	0.015483481181682081	0.3044458133328553
ENSMUSG00000045679.14	Slc66a3	Slc66a3	217430	solute carrier family 66 member 3	3399.4681109622984	0.08982457352581796	0.06925395461134835	0.015488611003377364	0.3044458133328553
ENSMUSG00000032112.10	Trappc4	Trappc4	60409	trafficking protein particle complex 4	3094.384672716736	0.08976608824192173	0.06875172858774826	0.015494426719478403	0.3044458133328553
ENSMUSG00000037487.7	Ubr5	Ubr5	70790	ubiquitin protein ligase E3 component n-recognin 5	2920.811495224008	-0.08708974576760702	0.05426108682668035	0.015497362714829922	0.3044458133328553
ENSMUSG00000046541.9	Zfp526	Zfp526	210172	zinc finger protein 526	239.5465903689024	-0.09125100233734518	0.11402917904491411	0.015627426829270746	0.3060803524010945
ENSMUSG00000056069.10	Otulinl	Otulinl	223433	OTU deubiquitinase with linear linkage specificity like	10435.68533805016	0.08874765090684267	0.06198272253087046	0.015629950231517652	0.3060803524010945
ENSMUSG00000112847.1	NA	ENSMUSG00000112847.1	NA	NA	4.219231050468525	0.02626883019608659	0.15445787582532106	0.015746336538790064	NA
ENSMUSG00000108563.1	NA	ENSMUSG00000108563.1	NA	NA	116.2228336234487	-0.0737888464595709	0.14876841816001793	0.01576916549491574	0.3083195196766175
ENSMUSG00000030603.16	Psmc4	Psmc4	23996	proteasome (prosome, macropain) 26S subunit, ATPase, 4	4533.064498659387	0.08798214267655736	0.058898807644630014	0.015832030347213928	0.30906117824262025
ENSMUSG00000021608.15	Lpcat1	Lpcat1	210992	lysophosphatidylcholine acyltransferase 1	801.6252047371262	0.0900114710598776	0.07812148363879898	0.015929880843866092	0.31048239456063537
ENSMUSG00000025290.17	Rps24	Rps24	20088	ribosomal protein S24	15025.88160774699	-0.09089000402814057	0.10173353054399671	0.0159818941920902	0.3110071591917585
ENSMUSG00000000538.18	Tom1l2	Tom1l2	216810	target of myb1-like 2 (chicken)	369.00467043294117	0.09076500959954455	0.10391205539754778	0.01605763725980971	0.3119913345965536
ENSMUSG00000031897.9	Psmb10	Psmb10	19171	proteasome (prosome, macropain) subunit, beta type 10	5363.004410587373	0.08641918566751627	0.05392124103890733	0.016110872827742186	0.3124707701447199
ENSMUSG00000023367.14	Tmem176a	Tmem176a	66058	transmembrane protein 176A	45.976633296055795	0.07283171029009426	0.14815787337297887	0.016132727726090736	0.3124707701447199
ENSMUSG00000059461.7	NA	ENSMUSG00000059461.7	NA	NA	504.72312344707365	-0.09052168272761918	0.09853092807083635	0.01618745702374515	0.3128048674429527
ENSMUSG00000031662.8	Snx20	Snx20	71607	sorting nexin 20	2804.9458466754463	0.08815919995951418	0.061937717188142366	0.01620044570009484	0.3128048674429527
ENSMUSG00000040298.6	Btbd16	Btbd16	330660	BTB domain containing 16	2.186366936386537	0.018064949828283917	0.15275168573034437	0.016209540237829872	NA
ENSMUSG00000043099.4	Hic1	Hic1	15248	hypermethylated in cancer 1	72.16999489391793	-0.07967222454474955	0.1428639034151747	0.01623304927253246	0.312946934342632
ENSMUSG00000059482.15	Cfap418	Cfap418	67157	cilia and flagella associated protein 418	364.1551586090036	0.09014170930975976	0.0893141237751035	0.01626857316798752	0.31314477172418215
ENSMUSG00000116995.1	NA	ENSMUSG00000116995.1	NA	NA	341.40513373015574	-0.0902519435372707	0.09752555641143275	0.016349676591710386	0.3139251022412555
ENSMUSG00000070343.3	Gm10288	Gm10288	100040540	ribosomal protein L11 pseudogene	844.4285679852936	-0.09010326824555616	0.09401733462769049	0.016399764779493068	0.3139251022412555
ENSMUSG00000006362.16	Cbfa2t3	Cbfa2t3	12398	CBFA2/RUNX1 translocation partner 3	43.24979816414083	0.06922251624508306	0.14914494144563978	0.016409478968413844	0.3139251022412555
ENSMUSG00000001918.17	Slc1a5	Slc1a5	20514	solute carrier family 1 (neutral amino acid transporter), member 5	21198.141262681238	0.08675281486685114	0.05596571628246919	0.016410411927422843	0.3139251022412555
ENSMUSG00000113995.1	NA	ENSMUSG00000113995.1	NA	NA	2.9183564209029855	-0.01877590490084082	0.1512032302546448	0.01644792026613707	NA
ENSMUSG00000037415.6	Ranbp10	Ranbp10	74334	RAN binding protein 10	1526.0569791435553	-0.0876478860293073	0.06077593430600281	0.016532553780471738	0.31497103846971114
